signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-07-10,2026-07-13,2026-07-15,2,TIME,DOWNTREND,5053.9,5028.63,5000.4,5300.42,4500.36,5075.8,1.51,1.05,False,False,0.0,-7.52,5.84,57.99,4.39,3.5,1.11,45.1,14.91,80.58,-23.14,2669429.0,1.07,
2026-07-07,2026-07-08,2026-07-13,3,TARGET,DOWNTREND,4884.8,4860.38,4860.38,5152.0,4374.34,5152.0,6.0,4.64,False,False,0.0,-10.77,2.34,52.93,1.0,3.55,1.25,9.14,17.3,62.55,-25.71,1868993.0,0.5,
2026-07-03,2026-07-06,2026-07-10,4,TARGET,DOWNTREND,4682.7,4659.29,4659.29,4938.84,4199.63,4938.84,6.0,4.64,False,False,0.0,-14.55,-2.39,45.58,-3.03,3.83,1.58,-32.04,19.17,37.87,-28.78,-90747.0,0.5,
2026-05-19,2026-05-20,2026-06-01,8,TARGET,DOWNTREND,5066.3,5040.97,5040.1,5342.51,4536.09,5342.51,6.0,4.64,False,False,0.0,-8.39,3.62,53.93,5.19,3.55,1.29,9.05,19.89,80.7,-22.95,1066500.0,0.52,
2026-04-06,2026-04-07,2026-04-16,6,TARGET,DOWNTREND,5309.4,5282.85,5282.85,5599.82,4754.57,5599.82,6.0,4.64,False,False,0.0,-5.82,10.33,63.35,13.0,3.62,0.8,105.64,29.34,111.7,-19.25,3233723.0,0.5,
2026-03-06,2026-03-09,2026-03-27,13,TARGET,DOWNTREND,4777.5,4753.61,4680.0,4960.8,4392.34,4960.8,6.0,4.64,False,False,0.0,-16.36,-8.15,30.63,-9.28,4.75,1.22,-24.7,43.41,27.34,-27.34,-3039319.0,2.08,
2026-02-26,2026-02-27,2026-03-02,1,STOP,DOWNTREND,4781.5,4757.59,4757.59,5043.05,4527.37,4527.37,-4.84,-5.04,False,False,0.0,-16.64,-13.74,24.34,-12.3,4.82,1.11,-90.13,35.09,10.65,-27.28,-1082909.0,0.5,
2026-02-17,2026-02-18,2026-02-20,2,STOP,DOWNTREND,5628.0,5599.86,5599.86,5935.85,5157.42,5157.42,-7.9,-8.1,False,False,0.0,-2.2,-5.65,36.3,-10.36,3.74,1.08,-48.55,23.56,19.31,-14.41,-2389211.0,0.5,
2026-02-13,2026-02-16,2026-02-20,4,STOP,DOWNTREND,5479.0,5451.6,5451.6,5778.7,5156.41,5156.41,-5.41,-5.61,False,False,0.0,-4.74,-9.35,28.54,-9.21,3.91,2.39,-68.06,21.41,-1.68,-16.67,-3191343.0,0.5,
2025-12-23,2025-12-24,2026-02-04,28,STOP,UPTREND,6465.81,6433.48,6433.48,7398.5,5955.49,5955.49,-7.43,-7.63,False,False,0.0,16.32,2.11,59.95,2.97,2.26,0.68,-0.64,22.33,78.65,-3.84,716809.0,0.5,
2025-12-22,2025-12-23,2026-02-04,29,STOP,UPTREND,6540.04,6507.34,6507.34,7483.44,5955.58,5955.58,-8.48,-8.68,False,False,0.0,17.78,3.38,64.04,3.41,2.23,1.13,-6.49,22.16,97.55,-2.74,449946.0,0.5,
2025-12-05,2025-12-08,2025-12-09,1,STOP,UPTREND,6497.19,6464.71,6464.71,7434.41,6242.24,6242.24,-3.44,-3.64,False,False,0.0,17.8,3.93,70.54,3.56,1.86,0.49,-6.8,38.4,85.82,-3.38,2033967.0,0.5,
2025-12-02,2025-12-03,2025-12-10,5,STOP,UPTREND,6370.65,6338.79,6338.79,7289.61,6025.03,6025.03,-4.95,-5.15,False,False,0.0,15.69,3.41,68.21,5.16,1.84,0.62,-3.45,38.08,74.18,-5.26,2517230.0,0.5,
2025-12-01,2025-12-02,2025-12-10,6,STOP,UPTREND,6383.1,6351.19,6351.19,7303.87,6010.93,6010.93,-5.36,-5.56,False,False,0.0,15.94,4.0,69.27,4.73,1.84,0.5,1.67,37.87,78.13,-5.07,2515039.0,0.5,
2025-11-27,2025-11-28,2026-01-12,30,TIME,UPTREND,6409.01,6376.97,6376.97,7333.51,5982.89,6302.89,-1.16,-1.36,False,False,0.0,16.45,5.18,73.93,4.81,1.84,1.09,14.43,37.7,86.92,-4.69,2565513.0,0.5,
2025-11-24,2025-11-25,2026-01-07,30,TIME,UPTREND,6351.72,6319.96,6319.96,7267.95,5827.82,6490.22,2.69,2.0,False,False,0.0,15.52,5.64,72.34,8.7,1.99,3.33,19.32,34.92,95.07,-5.54,3752827.0,0.5,
2025-11-20,2025-11-21,2026-01-05,30,TIME,UPTREND,6327.8,6296.16,6296.16,7240.59,5666.55,6181.83,-1.82,-2.02,False,False,0.0,15.16,6.13,74.04,8.7,2.02,1.23,19.82,33.18,105.19,-5.89,2741903.0,0.5,
2025-09-10,2025-09-11,2025-09-26,11,STOP,DOWNTREND,5399.63,5372.63,5372.63,5694.99,4948.42,4948.42,-7.9,-8.1,False,False,0.0,-4.06,2.32,54.88,0.79,2.68,1.87,0.29,22.38,77.51,-19.7,-1277092.0,0.5,
2025-04-28,2025-04-29,2025-05-06,4,TARGET,DOWNTREND,5253.94,5227.67,5225.62,5539.15,4703.05,5539.15,6.0,4.64,False,False,0.0,-3.36,6.04,57.09,20.08,4.51,0.55,85.23,20.92,70.33,-21.86,4033215.0,0.54,
2025-02-10,2025-02-11,2025-02-17,4,STOP,UPTREND,5956.42,5926.63,5926.63,6815.63,5377.87,5377.87,-9.26,-9.46,False,False,0.0,17.77,-1.21,46.6,1.75,4.39,0.4,13.15,16.85,38.67,-11.42,1191545.0,0.5,
2025-02-07,2025-02-10,2025-02-14,4,STOP,UPTREND,6214.99,6183.91,6183.91,7111.5,5565.52,5565.52,-10.0,-10.2,False,False,0.0,23.19,3.19,53.83,3.52,4.13,0.36,27.44,16.19,78.78,-7.57,775815.0,0.5,
2025-02-03,2025-02-04,2025-02-17,9,STOP,UPTREND,6038.75,6008.55,6008.55,6909.84,5407.7,5407.7,-10.0,-10.2,False,False,0.0,20.9,0.37,49.44,3.39,4.89,0.76,-0.4,16.54,53.35,-10.19,1866281.0,0.5,
2025-02-01,2025-02-03,2025-02-28,18,STOP,UPTREND,5896.44,5866.96,5793.54,6662.57,5325.67,5325.67,-8.08,-8.28,False,False,0.0,18.31,-2.18,45.95,-2.26,4.57,0.44,-5.83,15.85,31.51,-12.31,1027634.0,1.78,
2025-01-31,2025-02-01,2025-02-17,11,STOP,UPTREND,5994.87,5964.9,5964.9,6859.64,5368.41,5368.41,-10.0,-10.2,False,False,0.0,20.53,-0.84,48.08,1.53,4.45,0.49,1.07,16.31,43.01,-10.85,1845170.0,0.5,
2025-01-30,2025-01-31,2025-02-17,12,STOP,UPTREND,5998.95,5968.95,5968.95,6864.3,5372.06,5372.06,-10.0,-10.2,False,False,0.0,20.86,-1.06,48.17,-0.25,4.57,0.64,2.54,17.35,41.68,-10.79,1918177.0,0.5,
2025-01-29,2025-01-30,2025-02-03,3,STOP,UPTREND,6216.11,6185.03,6185.03,7112.78,5566.53,5566.53,-10.0,-10.2,False,False,0.0,25.5,2.17,52.84,2.7,4.37,1.03,4.85,18.63,65.85,-7.56,2087836.0,0.5,
2025-01-27,2025-01-28,2025-02-28,23,STOP,UPTREND,6003.46,5973.44,5942.79,6834.21,5348.51,5336.42,-10.2,-10.4,False,False,0.0,21.73,-1.89,47.74,0.96,4.46,0.85,-3.9,20.17,36.76,-10.72,2499966.0,1.02,
2025-01-24,2025-01-27,2025-02-03,6,STOP,UPTREND,6300.0,6268.5,6238.74,7174.55,5614.87,5614.87,-10.0,-10.2,False,False,0.0,28.01,2.47,55.11,0.65,4.16,1.9,-3.09,20.98,65.91,-6.31,2531100.0,0.98,
2025-01-23,2025-01-24,2025-02-03,7,STOP,UPTREND,6227.75,6196.61,6196.61,7126.1,5576.95,5576.95,-10.0,-10.2,False,False,0.0,26.84,1.27,53.49,1.75,4.2,3.96,-31.19,22.47,58.14,-7.38,1803715.0,0.5,
2025-01-20,2025-01-21,2025-01-22,1,STOP,UPTREND,6032.82,6002.66,6002.66,6903.06,5731.79,5695.17,-5.12,-5.32,False,False,0.0,23.61,-2.9,46.35,-3.49,3.48,0.98,-51.03,22.1,27.11,-10.28,92053.0,0.5,
2025-01-10,2025-01-13,2025-01-13,1,STOP,UPTREND,6259.39,6228.09,6228.09,7162.31,5987.17,5987.17,-3.87,-4.07,False,False,0.0,29.84,-1.61,51.54,-1.16,2.99,1.6,-51.07,27.26,29.19,-6.91,1402863.0,0.5,
