signal_date,entry_date,exit_date,days_held,outcome,trade_type,signal_close,limit_price,entry_price,target_price,stop_price,exit_price,gross_return_%,net_return_%,hit_target,partial_taken,peak_gain_%,pct_vs_sma200,pct_vs_sma20,rsi14,roc10,atr_pct,vol_ratio,macd_hist,adx14,bb_pctB,dist_52wH,obv_slope10,fill_edge_%,partial_at_%
2026-06-16,2026-06-17,2026-06-23,4,STOP,DOWNTREND,1328.8,1322.16,1322.16,1401.49,1304.14,1304.14,-1.36,-1.56,False,False,1.72,-6.19,1.2,52.63,1.55,2.05,1.11,3.14,23.3,61.93,-17.18,-12906369.0,0.5,
2026-06-09,2026-06-10,2026-06-11,1,STOP,DOWNTREND,1269.2,1262.85,1262.85,1338.63,1263.03,1258.0,-0.38,-0.58,False,False,2.98,-10.59,-4.19,30.61,-5.99,1.97,1.41,-6.88,26.81,1.8,-20.89,-143999161.0,0.5,
2026-01-21,2026-01-22,2026-01-27,2,STOP,DOWNTREND,1398.14,1391.14,1391.14,1474.61,1371.35,1371.35,-1.42,-1.62,False,False,1.57,-2.17,-6.36,27.79,-6.62,1.98,1.61,-12.77,30.11,11.48,-12.86,-37874328.0,0.5,
2025-07-08,2025-07-09,2025-07-11,2,STOP,UPTREND,1524.43,1516.81,1516.81,1744.33,1491.92,1491.92,-1.64,-1.84,False,False,1.38,16.03,3.98,69.43,5.98,1.5,0.7,4.67,40.65,85.74,-4.1,24298813.0,0.5,
2025-07-07,2025-07-08,2025-07-11,3,STOP,UPTREND,1528.3,1520.66,1520.66,1748.76,1490.64,1490.64,-1.97,-2.17,False,False,1.12,16.36,4.6,71.03,5.81,1.54,0.71,5.28,38.92,92.69,-3.86,15067330.0,0.5,
2025-07-01,2025-07-02,2025-07-11,7,STOP,UPTREND,1515.31,1507.74,1507.74,1733.9,1486.79,1486.79,-1.39,-1.59,False,False,1.99,15.47,4.94,70.63,6.79,1.68,0.98,6.24,31.82,109.31,-4.68,45204100.0,0.5,
2025-03-07,2025-03-10,2025-03-26,11,TRAIL,DOWNTREND,1239.1,1232.9,1232.9,1306.88,1258.15,1258.15,2.05,1.48,False,False,5.16,-8.99,2.7,57.29,1.36,2.06,1.48,1.73,25.41,81.11,-22.05,-26842025.0,0.5,
2025-02-04,2025-02-05,2025-02-10,3,STOP,DOWNTREND,1274.2,1267.83,1267.83,1343.89,1240.98,1240.98,-2.12,-2.32,False,False,0.92,-7.96,2.1,57.35,0.63,2.01,1.4,1.88,15.49,80.44,-19.84,177652.0,0.5,
2024-11-06,2024-11-07,2024-11-08,1,STOP,DOWNTREND,1314.0,1307.43,1307.43,1385.88,1274.27,1274.27,-2.54,-2.74,False,False,0.4,-8.81,-1.35,38.26,-0.98,1.95,1.37,1.36,42.95,27.38,-17.34,49267055.0,0.5,
2024-07-18,2024-07-19,2024-07-22,1,STOP,UPTREND,1567.77,1559.93,1559.93,1793.92,1509.96,1509.96,-3.2,-3.4,False,False,0.71,16.18,2.48,62.19,2.21,1.95,0.94,-0.04,25.35,68.24,-1.38,23738174.0,0.5,
2024-07-16,2024-07-18,2024-07-22,2,STOP,UPTREND,1557.47,1549.68,1549.68,1782.13,1514.62,1514.62,-2.26,-2.46,False,False,1.63,15.59,2.23,60.19,0.71,1.94,0.73,1.16,26.23,65.5,-2.02,2390180.0,0.5,
2024-07-15,2024-07-16,2024-07-22,3,STOP,UPTREND,1578.19,1570.3,1570.3,1805.85,1520.7,1518.93,-3.27,-3.47,False,False,0.68,17.28,3.91,66.78,2.38,1.91,0.42,3.56,26.58,76.65,-0.72,19526264.0,0.5,
2024-07-12,2024-07-15,2024-07-22,4,STOP,UPTREND,1577.7,1569.81,1569.81,1805.28,1524.94,1518.93,-3.24,-3.44,False,False,1.08,17.4,4.28,66.7,2.0,1.96,1.0,4.53,26.01,79.27,-0.75,6472270.0,0.5,
2024-07-10,2024-07-11,2024-07-22,6,STOP,UPTREND,1565.35,1557.52,1557.52,1791.15,1525.22,1518.93,-2.48,-2.68,False,False,1.87,16.8,4.31,65.15,4.64,1.96,0.56,7.28,24.8,79.47,-1.53,62828798.0,0.5,
2024-07-09,2024-07-10,2024-07-22,7,STOP,UPTREND,1571.33,1563.47,1563.47,1797.99,1525.71,1518.93,-2.85,-3.05,False,False,1.49,17.4,5.15,66.87,9.36,1.94,0.54,9.06,24.32,85.44,-1.15,91978258.0,0.5,
2024-07-08,2024-07-09,2024-07-22,8,STOP,UPTREND,1581.82,1573.92,1573.92,1810.0,1524.12,1518.93,-3.49,-3.69,False,False,0.81,18.34,6.27,69.89,11.06,1.98,0.73,10.16,22.88,95.02,-0.49,105983646.0,0.5,
2024-07-02,2024-07-03,2024-07-22,12,STOP,UPTREND,1546.53,1538.79,1538.79,1769.61,1526.96,1518.93,-1.29,-1.49,False,False,3.3,16.31,5.93,66.53,5.68,2.03,0.5,11.43,17.64,96.67,-1.0,53764730.0,0.5,
2024-06-28,2024-07-01,2024-07-22,14,STOP,UPTREND,1546.75,1539.01,1539.01,1769.87,1523.26,1518.93,-1.3,-1.5,False,False,3.29,16.64,6.61,67.14,6.84,2.15,1.65,9.37,13.87,112.17,-0.99,69094554.0,0.5,
2024-04-03,2024-04-04,2024-04-25,13,STOP,UPTREND,1454.07,1446.79,1446.79,1663.81,1427.1,1425.31,-1.48,-1.68,False,False,2.0,15.18,0.48,53.17,2.23,1.67,0.6,1.75,25.2,56.29,-2.7,12691954.0,0.5,
2024-04-02,2024-04-03,2024-04-25,14,STOP,UPTREND,1469.23,1461.89,1461.89,1681.17,1426.1,1425.31,-2.5,-2.7,False,False,0.95,16.53,1.46,57.71,4.85,1.69,0.74,2.47,25.74,68.68,-1.69,28869638.0,0.5,
2024-04-01,2024-04-02,2024-04-25,15,STOP,UPTREND,1467.08,1459.75,1459.75,1678.71,1425.67,1425.31,-2.36,-2.56,False,False,1.13,16.51,1.4,57.23,3.72,1.72,0.39,1.8,25.9,68.19,-1.83,735654.0,0.5,
2024-03-12,2024-03-13,2024-03-14,1,STOP,UPTREND,1457.84,1450.56,1450.56,1668.14,1413.12,1413.12,-2.58,-2.78,False,False,1.03,17.5,-0.24,54.59,-0.8,1.79,0.89,-5.88,40.51,44.09,-2.45,16850158.0,0.5,
2024-03-07,2024-03-11,2024-03-13,2,STOP,UPTREND,1461.3,1454.0,1454.0,1672.1,1418.23,1418.23,-2.46,-2.66,False,False,1.19,18.1,0.1,55.92,-0.19,1.81,0.79,-3.7,44.09,52.2,-2.22,25620088.0,0.5,
